Geocodigo,Nome,UF,Lat,Lon
3543238,RIBEIRÃO DOS ÍNDIOS,SP,-21.9763,-51.6518
3543253,RIBEIRÃO GRANDE,SP,-24.0996,-48.3657
3543303,RIBEIRÃO PIRES,SP,-23.711,-46.4137
3543402,RIBEIRÃO PRETO,SP,-21.178,-47.8107
3543600,RIFAINA,SP,-20.081,-47.4218
3543709,RINCÃO,SP,-21.5874,-48.0712
3543808,RINÓPOLIS,SP,-21.7263,-50.7226
3543907,RIO CLARO,SP,-22.4119,-47.5618
3544004,RIO DAS PEDRAS,SP,-22.8438,-47.6065
3544103,RIO GRANDE DA SERRA,SP,-23.7446,-46.3987
3544202,RIOLÂNDIA,SP,-19.9813,-49.6824
3543501,RIVERSUL,SP,-23.8288,-49.4296
3544251,ROSANA,SP,-22.5802,-53.0596
3544301,ROSEIRA,SP,-22.8985,-45.3057
3544400,RUBIÁCEA,SP,-21.301,-50.7271
3544509,RUBINÉIA,SP,-20.1799,-51.0026
3544608,SABINO,SP,-21.4602,-49.5787
3544707,SAGRES,SP,-21.8841,-50.9565
3544806,SALES,SP,-21.3416,-49.4857
3544905,SALES OLIVEIRA,SP,-20.7724,-47.8385
3545001,SALESÓPOLIS,SP,-23.5327,-45.8468
3545100,SALMOURÃO,SP,-21.6246,-50.861
3545159,SALTINHO,SP,-22.8471,-47.6773
3545209,SALTO,SP,-23.2013,-47.2873
3545308,SALTO DE PIRAPORA,SP,-23.6494,-47.5737
3545407,SALTO GRANDE,SP,-22.8932,-49.986
3545506,SANDOVALINA,SP,-22.4566,-51.7635
3545605,SANTA ADÉLIA,SP,-21.2432,-48.8046
3545704,SANTA ALBERTINA,SP,-20.0324,-50.7282
3545803,SANTA BÁRBARA DO OESTE,SP,-22.7541,-47.414
3546009,SANTA BRANCA,SP,-23.3971,-45.8843
3546108,SANTA CLARA DO OESTE,SP,-20.0943,-50.9268
3546207,SANTA CRUZ DA CONCEIÇÃO,SP,-22.1408,-47.4523
3546256,SANTA CRUZ DA ESPERANÇA,SP,-21.2913,-47.4301
3546306,SANTA CRUZ DAS PALMEIRAS,SP,-21.8274,-47.249
3546405,SANTA CRUZ DO RIO PARDO,SP,-22.8994,-49.6329
3546504,SANTA ERNESTINA,SP,-21.4632,-48.3912
3546603,SANTA FÉ DO SUL,SP,-20.2116,-50.9263
3546702,SANTA GERTRUDES,SP,-22.4571,-47.5307
3546801,SANTA ISABEL,SP,-23.316,-46.2218
3546900,SANTA LÚCIA,SP,-21.6855,-48.0846
3547007,SANTA MARIA DA SERRA,SP,-22.5677,-48.161
3547106,SANTA MERCEDES,SP,-21.3513,-51.7557
3547403,SANTA RITA DO OESTE,SP,-20.1441,-50.8304
3547502,SANTA RITA DO PASSA QUATRO,SP,-21.7107,-47.4785
3547601,SANTA ROSA DE VITERBO,SP,-21.4732,-47.3635
3547650,SANTA SALETE,SP,-20.2452,-50.6887
3547205,SANTANA DA PONTE PENSA,SP,-20.2535,-50.7976
3547304,SANTANA DE PARNAÍBA,SP,-23.4446,-46.9182
3547700,SANTO ANASTÁCIO,SP,-21.8388,-51.6107
3547809,SANTO ANDRÉ,SP,-23.6644,-46.5387
3547908,SANTO ANTÔNIO DA ALEGRIA,SP,-21.0874,-47.1515
3548005,SANTO ANTÔNIO DE POSSE,SP,-22.6066,-46.9198
3548054,SANTO ANTÔNIO DO ARACANGUÁ,SP,-20.9371,-50.496
3548104,SANTO ANTÔNIO DO JARDIM,SP,-22.1933,-46.7471
3548203,SANTO ANTÔNIO DO PINHAL,SP,-22.8277,-45.6629
3548302,SANTO EXPEDITO,SP,-21.851,-51.3926
3548401,SANTÓPOLIS DO AGUAPEÍ,SP,-21.638,-50.5007
3548500,SANTOS,SP,-23.9613,-46.334
3548609,SÃO BENTO DO SAPUCAÍ,SP,-22.6894,-45.7312
3548708,SÃO BERNARDO DO CAMPO,SP,-23.6944,-46.5654
3548807,SÃO CAETANO DO SUL,SP,-23.6235,-46.5515
3548906,SÃO CARLOS,SP,-22.018,-47.8912
3549003,SÃO FRANCISCO,SP,-20.3596,-50.6971
3549102,SÃO JOÃO DA BOA VISTA,SP,-21.9696,-46.7985
3549201,SÃO JOÃO DAS DUAS PONTES,SP,-20.3899,-50.3785
3549250,SÃO JOÃO DE IRACEMA,SP,-20.5138,-50.3526
3549300,SÃO JOÃO DO PAU DE ALHO,SP,-21.2685,-51.6663
3549409,SÃO JOAQUIM DA BARRA,SP,-20.5819,-47.8551
3549508,SÃO JOSÉ DA BELA VISTA,SP,-20.5935,-47.6404
3549607,SÃO JOSÉ DO BARREIRO,SP,-22.6455,-44.5782
3549706,SÃO JOSÉ DO RIO PARDO,SP,-21.596,-46.889
3549805,SÃO JOSÉ DO RIO PRETO,SP,-20.8202,-49.3799
3549904,SÃO JOSÉ DOS CAMPOS,SP,-23.1799,-45.8873
3549953,SÃO LOURENÇO DA SERRA,SP,-23.853,-46.9429
3550001,SÃO LUÍS DO PARAITINGA,SP,-23.2221,-45.3104
3550100,SÃO MANUEL,SP,-22.7316,-48.571
3550209,SÃO MIGUEL ARCANJO,SP,-23.8788,-47.9976
3550308,SÃO PAULO,SP,-23.548,-46.6365
3550407,SÃO PEDRO,SP,-22.5491,-47.9143
3550506,SÃO PEDRO DO TURVO,SP,-22.7474,-49.7401
3550605,SÃO ROQUE,SP,-23.5296,-47.1357
3550704,SÃO SEBASTIÃO,SP,-23.7605,-45.4101
3550803,SÃO SEBASTIÃO DA GRAMA,SP,-21.711,-46.8212
3550902,SÃO SIMÃO,SP,-21.4796,-47.5512
3551009,SÃO VICENTE,SP,-23.9635,-46.3923
3551108,SARAPUÍ,SP,-23.641,-47.8251
3551207,SARUTAIÁ,SP,-23.2735,-49.4807
3551306,SEBASTIANÓPOLIS DO SUL,SP,-20.6555,-49.9215
3551405,SERRA AZUL,SP,-21.3113,-47.566
3551603,SERRA NEGRA,SP,-22.6127,-46.701
3551504,SERRANA,SP,-21.2119,-47.596
3551702,SERTÃOZINHO,SP,-21.1382,-47.9907
3551801,SETE BARRAS,SP,-24.3883,-47.926
3551900,SEVERÍNIA,SP,-20.8099,-48.8032
3552007,SILVEIRAS,SP,-22.6649,-44.8532
3552106,SOCORRO,SP,-22.5919,-46.5293
3552205,SOROCABA,SP,-23.5021,-47.4585
3552304,SUD MENNUCCI,SP,-20.6913,-50.9243
3552403,SUMARÉ,SP,-22.8224,-47.2673
3552551,SUZANÁPOLIS,SP,-20.5018,-51.0251
3552502,SUZANO,SP,-23.543,-46.3112
3552601,TABAPUÃ,SP,-20.9646,-49.0321
3552700,TABATINGA,SP,-21.7171,-48.6879
3552809,TABOÃO DA SERRA,SP,-23.6266,-46.7921
3552908,TACIBA,SP,-22.3902,-51.2851
3553005,TAGUAÍ,SP,-23.4524,-49.4093
3553104,TAIAÇU,SP,-21.1449,-48.5129
3553203,TAIÚVA,SP,-21.1244,-48.4521
3553302,TAMBAÚ,SP,-21.7055,-47.2748
3553401,TANABI,SP,-20.6269,-49.6496
3553500,TAPIRAÍ,SP,-23.9641,-47.5076
3553609,TAPIRATIBA,SP,-21.4688,-46.749
3553658,TAQUARAL,SP,-21.0724,-48.4107
3553708,TAQUARITINGA,SP,-21.4066,-48.5051
3553807,TAQUARITUBA,SP,-23.5335,-49.2449
3553856,TAQUARIVAÍ,SP,-23.9249,-48.6935
3553906,TARABAI,SP,-22.303,-51.5596
3553955,TARUMÃ,SP,-22.7471,-50.5776
3554003,TATUÍ,SP,-23.356,-47.8573
3554102,TAUBATÉ,SP,-23.0269,-45.5557
3554201,TEJUPÁ,SP,-23.3432,-49.3768
3554300,TEODORO SAMPAIO,SP,-22.533,-52.1679
3554409,TERRA ROXA,SP,-20.7894,-48.3301
3554508,TIETÊ,SP,-23.1024,-47.7151
3554607,TIMBURI,SP,-23.2057,-49.6071
3554656,TORRE DE PEDRA,SP,-23.2449,-48.1951
3554706,TORRINHA,SP,-22.4266,-48.1696
3554755,TRABIJU,SP,-22.0421,-48.336
3554805,TREMEMBÉ,SP,-22.9588,-45.5498
3554904,TRÊS FRONTEIRAS,SP,-20.2355,-50.8907
3554953,TUIUTI,SP,-22.8169,-46.694
3555000,TUPÃ,SP,-21.9352,-50.514
3555109,TUPI PAULISTA,SP,-21.3816,-51.571
3555208,TURIÚBA,SP,-20.9338,-50.1079
3555307,TURMALINA,SP,-20.0521,-50.4765
3555356,UBARANA,SP,-21.166,-49.7179
3555406,UBATUBA,SP,-23.4344,-45.0715
3555505,UBIRAJARA,SP,-22.5271,-49.6635
3555604,UCHOA,SP,-20.9532,-49.1751
3555703,UNIÃO PAULISTA,SP,-20.8877,-49.8976
3555802,URÂNIA,SP,-20.2466,-50.6435
3555901,URU,SP,-21.7844,-49.2812
3556008,URUPÊS,SP,-21.2021,-49.2904
3556107,VALENTIM GENTIL,SP,-20.4227,-50.0879
3556206,VALINHOS,SP,-22.971,-46.9962
3556305,VALPARAÍSO,SP,-21.2282,-50.8688
3556354,VARGEM,SP,-22.8894,-46.414
3556404,VARGEM GRANDE DO SUL,SP,-21.8327,-46.894
3556453,VARGEM GRANDE PAULISTA,SP,-23.6038,-47.0268
3556503,VÁRZEA PAULISTA,SP,-23.2119,-46.8287
3556602,VERA CRUZ,SP,-22.2202,-49.8199
3556701,VINHEDO,SP,-23.0302,-46.9757
3556800,VIRADOURO,SP,-20.8735,-48.2973
3556909,VISTA ALEGRE DO ALTO,SP,-21.171,-48.6296
3556958,VITÓRIA BRASIL,SP,-20.1971,-50.4849
3557006,VOTORANTIM,SP,-23.5471,-47.4382
3557105,VOTUPORANGA,SP,-20.4232,-49.9732
3557154,ZACARIAS,SP,-21.0527,-50.0512
